macc_mode,anchor,auction_lever,floor_id,auction_ratio,year,kau_krw,floor_krw,defended,abate_Mt,withhold_capacity_Mt,cbam_cost_trillion
step,hotelling,A_cur,M0,0.15,2026,32275,0,True,43.4,76.0,1.387
step,hotelling,A_cur,M0,0.15,2027,34100,0,True,47.1,73.3,1.496
step,hotelling,A_cur,M0,0.15,2028,36028,0,True,54.8,70.7,1.627
step,hotelling,A_cur,M0,0.15,2029,38065,0,True,59.8,68.0,1.848
step,hotelling,A_cur,M0,0.15,2030,40217,0,True,61.1,65.2,2.113
step,hotelling,A_cur,M0,0.15,2031,42491,0,True,61.1,63.9,2.445
step,hotelling,A_cur,M0,0.15,2032,44894,0,True,61.1,62.7,2.775
step,hotelling,A_cur,M0,0.15,2033,47432,0,True,61.1,61.4,3.103
step,hotelling,A_cur,M0,0.15,2034,50114,0,True,65.7,60.2,3.429
step,hotelling,A_cur,M0,0.15,2035,52947,0,True,66.9,59.0,3.753
step,hotelling,A_cur,M0,0.15,2036,55941,0,True,90.4,57.8,4.074
step,hotelling,A_cur,M0,0.15,2037,59104,0,True,90.4,56.6,4.392
step,hotelling,A_cur,M0,0.15,2038,62446,0,True,92.7,55.5,4.708
step,hotelling,A_cur,M0,0.15,2039,65976,0,True,92.7,54.4,5.021
step,hotelling,A_cur,M0,0.15,2040,67461,0,True,102.7,53.3,5.365
step,hotelling,A_cur,M_mid,0.15,2026,32275,15000,True,43.4,76.0,1.387
step,hotelling,A_cur,M_mid,0.15,2027,34100,17500,True,47.1,73.3,1.496
step,hotelling,A_cur,M_mid,0.15,2028,36028,20000,True,54.8,70.7,1.627
step,hotelling,A_cur,M_mid,0.15,2029,38065,22500,True,59.8,68.0,1.848
step,hotelling,A_cur,M_mid,0.15,2030,40217,25000,True,61.1,65.2,2.113
step,hotelling,A_cur,M_mid,0.15,2031,42491,27500,True,61.1,63.9,2.445
step,hotelling,A_cur,M_mid,0.15,2032,44894,30000,True,61.1,62.7,2.775
step,hotelling,A_cur,M_mid,0.15,2033,47432,32500,True,61.1,61.4,3.103
step,hotelling,A_cur,M_mid,0.15,2034,50114,35000,True,65.7,60.2,3.429
step,hotelling,A_cur,M_mid,0.15,2035,52947,37500,True,66.9,59.0,3.753
step,hotelling,A_cur,M_mid,0.15,2036,55941,40000,True,90.4,57.8,4.074
step,hotelling,A_cur,M_mid,0.15,2037,59104,42500,True,90.4,56.6,4.392
step,hotelling,A_cur,M_mid,0.15,2038,62446,45000,True,92.7,55.5,4.708
step,hotelling,A_cur,M_mid,0.15,2039,65976,47500,True,92.7,54.4,5.021
step,hotelling,A_cur,M_mid,0.15,2040,67461,50000,True,102.7,53.3,5.365
step,hotelling,A_cur,M_high,0.15,2026,32275,25000,True,43.4,76.0,1.387
step,hotelling,A_cur,M_high,0.15,2027,34100,29643,True,47.1,73.3,1.496
step,hotelling,A_cur,M_high,0.15,2028,36028,34286,True,54.8,70.7,1.627
step,hotelling,A_cur,M_high,0.15,2029,38929,38929,True,61.1,68.0,1.835
step,hotelling,A_cur,M_high,0.15,2030,43571,43571,True,61.1,65.2,2.062
step,hotelling,A_cur,M_high,0.15,2031,48214,48214,True,61.1,63.9,2.358
step,hotelling,A_cur,M_high,0.15,2032,52857,52857,True,66.9,62.7,2.654
step,hotelling,A_cur,M_high,0.15,2033,57500,57500,True,90.4,61.4,2.95
step,hotelling,A_cur,M_high,0.15,2034,62143,62143,True,92.7,60.2,3.245
step,hotelling,A_cur,M_high,0.15,2035,66786,66786,True,92.7,59.0,3.541
step,hotelling,A_cur,M_high,0.15,2036,71429,71429,True,92.7,57.8,3.837
step,hotelling,A_cur,M_high,0.15,2037,76071,76071,True,106.4,56.6,4.133
step,hotelling,A_cur,M_high,0.15,2038,80714,80714,True,106.4,55.5,4.429
step,hotelling,A_cur,M_high,0.15,2039,85357,85357,True,126.9,54.4,4.725
step,hotelling,A_cur,M_high,0.15,2040,90000,90000,True,147.3,53.3,5.02
step,hotelling,A_cur,M_max,0.15,2026,40000,40000,True,61.1,76.0,1.268
step,hotelling,A_cur,M_max,0.15,2027,47857,47857,True,61.1,73.3,1.286
step,hotelling,A_cur,M_max,0.15,2028,55714,55714,True,90.4,70.7,1.326
step,hotelling,A_cur,M_max,0.15,2029,63571,63571,True,92.7,68.0,1.458
step,hotelling,A_cur,M_max,0.15,2030,71429,71429,True,92.7,65.2,1.636
step,hotelling,A_cur,M_max,0.15,2031,79286,79286,True,92.7,63.9,1.883
step,hotelling,A_cur,M_max,0.15,2032,87143,87143,True,108.4,62.7,2.13
step,hotelling,A_cur,M_max,0.15,2033,95000,95000,True,110.4,61.4,2.376
step,hotelling,A_cur,M_max,0.15,2034,102857,102857,True,123.1,60.2,2.623
step,hotelling,A_cur,M_max,0.15,2035,97274,110714,False,125.9,59.0,3.075
step,hotelling,A_cur,M_max,0.15,2036,118571,118571,True,133.3,57.8,3.117
step,hotelling,A_cur,M_max,0.15,2037,126429,126429,True,138.6,56.6,3.363
step,hotelling,A_cur,M_max,0.15,2038,134286,134286,True,143.0,55.5,3.61
step,hotelling,A_cur,M_max,0.15,2039,111827,142143,False,147.1,54.4,4.32
step,hotelling,A_cur,M_max,0.15,2040,141484,150000,False,156.0,53.3,4.234
step,hotelling,A30,M0,0.3,2026,32275,0,True,43.4,152.1,1.387
step,hotelling,A30,M0,0.3,2027,34100,0,True,47.1,146.7,1.496
step,hotelling,A30,M0,0.3,2028,36028,0,True,54.8,141.3,1.627
step,hotelling,A30,M0,0.3,2029,38065,0,True,59.8,135.9,1.848
step,hotelling,A30,M0,0.3,2030,40217,0,True,61.1,130.5,2.113
step,hotelling,A30,M0,0.3,2031,42491,0,True,61.1,127.9,2.445
step,hotelling,A30,M0,0.3,2032,44894,0,True,61.1,125.3,2.775
step,hotelling,A30,M0,0.3,2033,47432,0,True,61.1,122.8,3.103
step,hotelling,A30,M0,0.3,2034,50114,0,True,65.7,120.4,3.429
step,hotelling,A30,M0,0.3,2035,52947,0,True,66.9,118.0,3.753
step,hotelling,A30,M0,0.3,2036,55941,0,True,90.4,115.6,4.074
step,hotelling,A30,M0,0.3,2037,59104,0,True,90.4,113.3,4.392
